Time,GEMS_GEMS_SPENT
2018/3/9,133
2018/3/10,168
2018/3/11,165
2018/3/12,162
2018/3/13,103
2018/3/14,68
2018/3/15,56
2018/3/16,50
2018/3/17,43
2018/3/18,84
2018/3/19,86
2018/3/20,111
2018/3/21,88
2018/3/22,65
2018/3/23,60
2018/3/24,92
2018/3/25,88
2018/3/26,78
2018/3/27,37
2018/3/28,48
2018/3/29,59
2018/3/30,65
2018/3/31,53
2018/4/1,44
2018/4/2,59
2018/4/3,75
2018/4/4,43
2018/4/5,43
2018/4/6,42
2018/4/7,40
2018/4/8,44
2018/4/9,64
2018/4/10,60
2018/4/11,58
2018/4/12,55
2018/4/13,16
2018/4/14,28
2018/4/15,37
2018/4/16,46
2018/4/17,56
2018/4/18,54
2018/4/19,35
2018/4/20,40
2018/4/21,38
2018/4/22,57
2018/4/23,38
2018/4/24,24
2018/4/25,16
2018/4/26,24
2018/4/27,30
2018/4/28,24
2018/4/29,25
2018/4/30,44
2018/5/1,37
2018/5/2,28
2018/5/3,42
2018/5/4,36
2018/5/5,31
2018/5/6,16
2018/5/7,21
2018/5/8,48
2018/5/9,51
2018/5/10,42
2018/5/11,14
2018/5/12,23
2018/5/13,35
2018/5/14,35
2018/5/15,31
2018/5/16,38
2018/5/17,38
2018/5/18,37
2018/5/19,32
2018/5/20,24
2018/5/21,33
2018/5/22,35
2018/5/23,37
2018/5/24,42
2018/5/25,35
2018/5/26,41
2018/5/27,46
2018/5/28,34
2018/5/29,31
2018/5/30,34
2018/5/31,29
2018/6/1,38
2018/6/2,30
2018/6/3,30
2018/6/4,20
2018/6/5,26
2018/6/6,29
2018/6/7,29
2018/6/8,17
2018/6/9,13
2018/6/10,21
2018/6/11,22
2018/6/12,19
2018/6/13,24
2018/6/14,27
2018/6/15,27
2018/6/16,27
2018/6/17,40
2018/6/18,24
2018/6/19,20
2018/6/20,30
2018/6/21,18
2018/6/22,30
2018/6/23,31
2018/6/24,29
2018/6/25,36
2018/6/26,18
2018/6/27,20
2018/6/28,16
2018/6/29,36
2018/6/30,35
2018/7/1,22
2018/7/2,37
2018/7/3,25
2018/7/4,12
2018/7/5,21
2018/7/6,40
2018/7/7,49
2018/7/8,31
2018/7/9,18
2018/7/10,18
2018/7/11,9
2018/7/12,21
2018/7/13,37
2018/7/14,27
2018/7/15,22
2018/7/16,23
2018/7/17,17
2018/7/18,16
2018/7/19,19
2018/7/20,21
2018/7/21,15
2018/7/22,27
2018/7/23,31
2018/7/24,18
2018/7/25,19
2018/7/26,20
2018/7/27,18
2018/7/28,20
2018/7/29,28
2018/7/30,27
2018/7/31,22
2018/8/1,21
2018/8/2,13
2018/8/3,32
2018/8/4,34
2018/8/5,37
2018/8/6,50
2018/8/7,29
2018/8/8,19
2018/8/9,20
2018/8/10,17
2018/8/11,21
2018/8/12,19
2018/8/13,28
2018/8/14,33
2018/8/15,40
2018/8/16,29
2018/8/17,21
2018/8/18,21
2018/8/19,24
2018/8/20,28
2018/8/21,23
2018/8/22,9
2018/8/23,20
2018/8/24,22
2018/8/25,36
2018/8/26,31
2018/8/27,32
2018/8/28,38
2018/8/29,41
2018/8/30,39
2018/8/31,36
2018/9/1,23
2018/9/2,11
2018/9/3,14
2018/9/4,21
2018/9/5,12
2018/9/6,21
2018/9/7,13
2018/9/8,16
2018/9/9,29
2018/9/10,22
2018/9/11,26
2018/9/12,37
2018/9/13,35
2018/9/14,40
2018/9/15,16
2018/9/16,10
2018/9/17,24
2018/9/18,22
2018/9/19,13
2018/9/20,13
2018/9/21,18
2018/9/22,26
2018/9/23,36
2018/9/24,37
2018/9/25,26
2018/9/26,28
2018/9/27,31
2018/9/28,19
2018/9/29,24
2018/9/30,22
2018/10/1,15
2018/10/2,25
2018/10/3,30
2018/10/4,40
2018/10/5,52
2018/10/6,36
2018/10/7,40
2018/10/8,56
2018/10/9,18
2018/10/10,21
2018/10/11,46
2018/10/12,70
2018/10/13,51
2018/10/14,72
2018/10/15,64
2018/10/16,69
2018/10/17,75
2018/10/18,43
2018/10/19,29
2018/10/20,34
2018/10/21,46
2018/10/22,32
2018/10/23,51
2018/10/24,68
2018/10/25,39
2018/10/26,28
2018/10/27,44
2018/10/28,36
2018/10/29,30
2018/10/30,30
2018/10/31,43
2018/11/1,91
2018/11/2,61
2018/11/3,70
2018/11/4,26
2018/11/5,28
2018/11/6,20
2018/11/7,25
2018/11/8,40
2018/11/9,73
2018/11/10,97
2018/11/11,80
2018/11/12,101
2018/11/13,134
2018/11/14,140
2018/11/15,52
2018/11/16,26
2018/11/17,29
2018/11/18,31
2018/11/19,59
2018/11/20,83
2018/11/21,34
2018/11/22,59
2018/11/23,92
2018/11/24,140
2018/11/25,134
2018/11/26,163
2018/11/27,178
2018/11/28,185
2018/11/29,189
2018/11/30,192
2018/12/1,204
2018/12/2,146
2018/12/3,117
2018/12/4,103
2018/12/5,88
2018/12/6,71
2018/12/7,25
2018/12/8,25
2018/12/9,59
2018/12/10,118
2018/12/11,63
2018/12/12,66
2018/12/13,98
2018/12/14,123
2018/12/15,94
2018/12/16,56
2018/12/17,67
2018/12/18,122
2018/12/19,166
2018/12/20,184
2018/12/21,105
2018/12/22,82
2018/12/23,32
2018/12/24,58
2018/12/25,82
2018/12/26,109
2018/12/27,97
2018/12/28,33
2018/12/29,43
2018/12/30,76
2018/12/31,106
2019/1/1,165
2019/1/2,221
2019/1/3,290
2019/1/4,246
2019/1/5,208
2019/1/6,296
2019/1/7,180
2019/1/8,100
2019/1/9,143
2019/1/10,151
2019/1/11,185
2019/1/12,215
2019/1/13,237
2019/1/14,225
2019/1/15,34
2019/1/16,35
2019/1/17,75
2019/1/18,110
2019/1/19,78
2019/1/20,59
2019/1/21,39
2019/1/22,69
2019/1/23,93
2019/1/24,153
2019/1/25,74
2019/1/26,105
2019/1/27,141
2019/1/28,121
2019/1/29,113
2019/1/30,99
2019/1/31,37
2019/2/1,58
2019/2/2,81
2019/2/3,34
2019/2/4,66
2019/2/5,221
2019/2/6,166
2019/2/7,106
2019/2/8,82
2019/2/9,101
2019/2/10,98
2019/2/11,166
2019/2/12,185
2019/2/13,120
2019/2/14,89
2019/2/15,103
2019/2/16,72
2019/2/17,136
2019/2/18,152
2019/2/19,144
2019/2/20,166
2019/2/21,129
2019/2/22,104
2019/2/23,111
2019/2/24,146
2019/2/25,125
2019/2/26,58
2019/2/27,73
2019/2/28,88
2019/3/1,67
2019/3/2,38
2019/3/3,42
2019/3/4,66
2019/3/5,62
2019/3/6,69
2019/3/7,51
2019/3/8,43
2019/3/9,65
2019/3/10,41
2019/3/11,26
2019/3/12,29
2019/3/13,39
2019/3/14,30
2019/3/15,32
2019/3/16,47
2019/3/17,56
2019/3/18,31
2019/3/19,38
2019/3/20,49
2019/3/21,34
2019/3/22,35
2019/3/23,37
2019/3/24,47
2019/3/25,46
2019/3/26,62
2019/3/27,50
2019/3/28,48
2019/3/29,45
2019/3/30,20
2019/3/31,47
2019/4/1,66
2019/4/2,52
2019/4/3,43
2019/4/4,30
2019/4/5,33
2019/4/6,35
2019/4/7,64
2019/4/8,92
2019/4/9,31
2019/4/10,54
2019/4/11,48
2019/4/12,54
2019/4/13,40
2019/4/14,28
2019/4/15,35
2019/4/16,32
2019/4/17,60
2019/4/18,53
2019/4/19,52
2019/4/20,31
2019/4/21,37
2019/4/22,39
2019/4/23,44
2019/4/24,47
2019/4/25,62
2019/4/26,47
2019/4/27,33
2019/4/28,50
2019/4/29,20
2019/4/30,23
2019/5/1,39
2019/5/2,36
2019/5/3,39
2019/5/4,44
2019/5/5,44
2019/5/6,26
2019/5/7,27
2019/5/8,27
2019/5/9,15
2019/5/10,18
2019/5/11,18
2019/5/12,170
2019/5/13,170
2019/5/14,107
2019/5/15,55
2019/5/16,46
2019/5/17,40
2019/5/18,50
2019/5/19,27
2019/5/20,24
2019/5/21,29
2019/5/22,24
2019/5/23,29
2019/5/24,28
2019/5/25,34
2019/5/26,35
2019/5/27,19
2019/5/28,16
2019/5/29,17
2019/5/30,14
2019/5/31,23
2019/6/1,24
2019/6/2,30
2019/6/3,27
2019/6/4,34
2019/6/5,20
2019/6/6,22
2019/6/7,26
2019/6/8,31
2019/6/9,33
2019/6/10,30
2019/6/11,24
2019/6/12,19
2019/6/13,17
2019/6/14,25
2019/6/15,19
2019/6/16,19
2019/6/17,25
2019/6/18,26
2019/6/19,29
2019/6/20,13
2019/6/21,20
2019/6/22,43
2019/6/23,40
2019/6/24,32
2019/6/25,36
2019/6/26,42
2019/6/27,37
2019/6/28,7
2019/6/29,16
2019/6/30,19
2019/7/1,20
2019/7/2,28
2019/7/3,30
2019/7/4,16
2019/7/5,18
2019/7/6,14
2019/7/7,17
2019/7/8,28
2019/7/9,19
2019/7/10,12
2019/7/11,32
2019/7/12,18
2019/7/13,20
2019/7/14,26
2019/7/15,23
2019/7/16,26
2019/7/17,24
2019/7/18,19
2019/7/19,24
2019/7/20,13
2019/7/21,33
2019/7/22,20
2019/7/23,24
2019/7/24,29
2019/7/25,28
2019/7/26,29
2019/7/27,22
2019/7/28,21
2019/7/29,13
2019/7/30,16
2019/7/31,21
2019/8/1,19
2019/8/2,15
2019/8/3,24
2019/8/4,24
2019/8/5,24
2019/8/6,13
2019/8/7,16
2019/8/8,30
2019/8/9,16
2019/8/10,16
2019/8/11,23
2019/8/12,15
2019/8/13,16
2019/8/14,15
2019/8/15,16
2019/8/16,24
2019/8/17,25
2019/8/18,38
2019/8/19,34
2019/8/20,27
2019/8/21,15
2019/8/22,32
2019/8/23,47
2019/8/24,51
2019/8/25,57
2019/8/26,52
2019/8/27,11
2019/8/28,21
2019/8/29,18
2019/8/30,25
2019/8/31,37
2019/9/1,26
2019/9/2,24
2019/9/3,34
2019/9/4,40
2019/9/5,40
2019/9/6,33
2019/9/7,35
2019/9/8,39
2019/9/9,42
2019/9/10,28
2019/9/11,24
2019/9/12,18
2019/9/13,6
2019/9/14,7
2019/9/15,7
2019/9/16,18
2019/9/17,19
2019/9/18,24
2019/9/19,17
2019/9/20,17
2019/9/21,26
2019/9/22,26
2019/9/23,29
2019/9/24,27
2019/9/25,28
2019/9/26,39
2019/9/27,38
2019/9/28,34
2019/9/29,38
2019/9/30,52
2019/10/1,56
2019/10/2,52
2019/10/3,38
2019/10/4,21
2019/10/5,9
2019/10/6,12
2019/10/7,23
2019/10/8,23
2019/10/9,18
2019/10/10,18
2019/10/11,28
2019/10/12,52
2019/10/13,52
2019/10/14,37
2019/10/15,37
2019/10/16,26
2019/10/17,31
2019/10/18,49
2019/10/19,67
2019/10/20,49
2019/10/21,46
2019/10/22,67
2019/10/23,68
2019/10/24,18
2019/10/25,17
2019/10/26,26
2019/10/27,37
2019/10/28,42
2019/10/29,67
2019/10/30,49
2019/10/31,58
2019/11/1,44
2019/11/2,48
2019/11/3,50
2019/11/4,96
2019/11/5,138
2019/11/6,120
2019/11/7,73
2019/11/8,105
2019/11/9,142
2019/11/10,27
2019/11/11,51
2019/11/12,59
2019/11/13,15
2019/11/14,37
2019/11/15,64
2019/11/16,96
2019/11/17,65
2019/11/18,46
2019/11/19,78
2019/11/20,121
2019/11/21,138
2019/11/22,162
2019/11/23,181
2019/11/24,24
2019/11/25,34
2019/11/26,52
2019/11/27,71
2019/11/28,70
2019/11/29,86
2019/11/30,76
2019/12/1,33
2019/12/2,36
2019/12/3,69
2019/12/4,59
2019/12/5,77
2019/12/6,128
2019/12/7,194
2019/12/8,143
2019/12/9,53
2019/12/10,50
2019/12/11,76
2019/12/12,103
2019/12/13,133
2019/12/14,114
2019/12/15,66
2019/12/16,80
2019/12/17,60
2019/12/18,38
2019/12/19,63
2019/12/20,132
2019/12/21,204
2019/12/22,260
2019/12/23,269
2019/12/24,177
2019/12/25,150
2019/12/26,20
2019/12/27,45
2019/12/28,83
2019/12/29,106
2019/12/30,44
2019/12/31,40
2020/1/1,88
2020/1/2,114
2020/1/3,159
2020/1/4,202
2020/1/5,116
2020/1/6,95
2020/1/7,76
2020/1/8,114
2020/1/9,184
2020/1/10,143
2020/1/11,99
2020/1/12,118
2020/1/13,163
2020/1/14,89
2020/1/15,154
2020/1/16,170
2020/1/17,197
2020/1/18,188
2020/1/19,45
2020/1/20,59
2020/1/21,94
2020/1/22,160
2020/1/23,227
2020/1/24,216
2020/1/25,228
2020/1/26,151
2020/1/27,72
2020/1/28,56
2020/1/29,64
2020/1/30,72
2020/1/31,118
2020/2/1,139
2020/2/2,61
2020/2/3,46
2020/2/4,96
2020/2/5,127
2020/2/6,71
2020/2/7,74
2020/2/8,63
2020/2/9,108
2020/2/10,102
2020/2/11,130
2020/2/12,137
2020/2/13,130
2020/2/14,28
2020/2/15,16
2020/2/16,23
2020/2/17,30
2020/2/18,57
2020/2/19,68
2020/2/20,70
2020/2/21,41
2020/2/22,46
2020/2/23,78
2020/2/24,73
2020/2/25,120
2020/2/26,115
2020/2/27,23
2020/2/28,33
2020/2/29,42
2020/3/1,36
2020/3/2,26
2020/3/3,31
2020/3/4,55
2020/3/5,68
2020/3/6,83
2020/3/7,88
2020/3/8,76
2020/3/9,40
2020/3/10,43
2020/3/11,49
2020/3/12,66
2020/3/13,36
2020/3/14,44
2020/3/15,36
2020/3/16,34
2020/3/17,26
2020/3/18,34
2020/3/19,50
2020/3/20,58
2020/3/21,51
2020/3/22,61
2020/3/23,59
2020/3/24,48
2020/3/25,52
2020/3/26,49
2020/3/27,19
2020/3/28,27
2020/3/29,20
2020/3/30,50
2020/3/31,35
2020/4/1,58
2020/4/2,35
2020/4/3,28
2020/4/4,29
2020/4/5,48
2020/4/6,39
2020/4/7,41
2020/4/8,25
2020/4/9,53
2020/4/10,46
2020/4/11,28
2020/4/12,39
2020/4/13,53
2020/4/14,41
2020/4/15,43
2020/4/16,33
2020/4/17,41
2020/4/18,37
2020/4/19,35
2020/4/20,22
2020/4/21,28
2020/4/22,39
2020/4/23,51
2020/4/24,33
2020/4/25,29
2020/4/26,26
2020/4/27,48
2020/4/28,52
2020/4/29,49
2020/4/30,36
2020/5/1,34
2020/5/2,35
2020/5/3,42
2020/5/4,57
2020/5/5,30
2020/5/6,23
2020/5/7,25
2020/5/8,34
2020/5/9,13
2020/5/10,26
2020/5/11,16
2020/5/12,19
2020/5/13,40
2020/5/14,23
2020/5/15,32
2020/5/16,26
2020/5/17,30
2020/5/18,23
2020/5/19,31
2020/5/20,36
2020/5/21,33
2020/5/22,27
2020/5/23,30
2020/5/24,17
2020/5/25,14
2020/5/26,20
2020/5/27,15
2020/5/28,19
2020/5/29,22
2020/5/30,39
2020/5/31,43
2020/6/1,32
2020/6/2,20
2020/6/3,24
2020/6/4,33
2020/6/5,33
2020/6/6,29
2020/6/7,18
2020/6/8,27
2020/6/9,20
2020/6/10,28
2020/6/11,44
2020/6/12,20
2020/6/13,32
2020/6/14,25
2020/6/15,34
2020/6/16,14
2020/6/17,10
2020/6/18,17
2020/6/19,35
2020/6/20,22
2020/6/21,23
2020/6/22,22
2020/6/23,22
2020/6/24,27
2020/6/25,28
2020/6/26,22
2020/6/27,22
2020/6/28,20
2020/6/29,18
2020/6/30,19
2020/7/1,36
2020/7/2,20
2020/7/3,40
2020/7/4,41
2020/7/5,39
2020/7/6,27
2020/7/7,28
2020/7/8,28
2020/7/9,27
2020/7/10,35
2020/7/11,20
2020/7/12,13
2020/7/13,22
2020/7/14,23
2020/7/15,26
2020/7/16,18
2020/7/17,12
2020/7/18,16
2020/7/19,12
2020/7/20,22
2020/7/21,21
2020/7/22,16
2020/7/23,28
2020/7/24,34
2020/7/25,22
2020/7/26,17
2020/7/27,37
2020/7/28,49
2020/7/29,42
2020/7/30,21
2020/7/31,25
2020/8/1,40
2020/8/2,18
2020/8/3,26
2020/8/4,26
2020/8/5,35
2020/8/6,33
2020/8/7,15
2020/8/8,18
2020/8/9,28
2020/8/10,27
2020/8/11,29
2020/8/12,21
2020/8/13,9
2020/8/14,27
2020/8/15,14
2020/8/16,13
2020/8/17,11
2020/8/18,7
2020/8/19,9
2020/8/20,19
2020/8/21,19
2020/8/22,28
2020/8/23,31
2020/8/24,10
2020/8/25,18
2020/8/26,25
2020/8/27,36
2020/8/28,45
2020/8/29,30
2020/8/30,12
2020/8/31,6
2020/9/1,18
2020/9/2,17
2020/9/3,19
2020/9/4,22
2020/9/5,37
2020/9/6,27
2020/9/7,29
2020/9/8,39
2020/9/9,50
2020/9/10,21
2020/9/11,36
2020/9/12,37
2020/9/13,39
2020/9/14,27
2020/9/15,19
2020/9/16,24
2020/9/17,33
2020/9/18,25
2020/9/19,45
2020/9/20,21
2020/9/21,17
2020/9/22,25
2020/9/23,32
2020/9/24,31
2020/9/25,54
2020/9/26,41
2020/9/27,40
2020/9/28,54
2020/9/29,42
2020/9/30,60
2020/10/1,30
2020/10/2,14
2020/10/3,20
2020/10/4,16
2020/10/5,25
2020/10/6,39
2020/10/7,35
2020/10/8,26
2020/10/9,42
2020/10/10,52
2020/10/11,51
2020/10/12,26
2020/10/13,23
2020/10/14,10
2020/10/15,22
2020/10/16,14
2020/10/17,35
2020/10/18,40
2020/10/19,33
2020/10/20,35
2020/10/21,42
2020/10/22,63
2020/10/23,60
2020/10/24,70
2020/10/25,92
2020/10/26,56
2020/10/27,29
2020/10/28,25
2020/10/29,42
2020/10/30,66
2020/10/31,24
2020/11/1,34
2020/11/2,33
2020/11/3,52
2020/11/4,84
2020/11/5,79
2020/11/6,27
2020/11/7,37
2020/11/8,62
2020/11/9,88
2020/11/10,107
2020/11/11,132
2020/11/12,146
2020/11/13,123
2020/11/14,109
2020/11/15,143
2020/11/16,116
2020/11/17,66
2020/11/18,23
2020/11/19,44
2020/11/20,43
2020/11/21,23
2020/11/22,22
2020/11/23,23
2020/11/24,58
2020/11/25,49
2020/11/26,61
2020/11/27,84
2020/11/28,82
2020/11/29,83
2020/11/30,99
2020/12/1,109
2020/12/2,79
2020/12/3,32
2020/12/4,47
2020/12/5,79
2020/12/6,102
2020/12/7,89
2020/12/8,84
2020/12/9,91
2020/12/10,75
2020/12/11,104
2020/12/12,126
2020/12/13,28
2020/12/14,34
2020/12/15,78
2020/12/16,84
2020/12/17,98
2020/12/18,52
2020/12/19,75
2020/12/20,78
2020/12/21,114
2020/12/22,152
2020/12/23,48
2020/12/24,57
2020/12/25,97
2020/12/26,106
2020/12/27,155
2020/12/28,133
2020/12/29,13
2020/12/30,19
2020/12/31,43
2021/1/1,71
2021/1/2,129
2021/1/3,125
2021/1/4,159
2021/1/5,119
2021/1/6,54
2021/1/7,20
2021/1/8,41
2021/1/9,46
2021/1/10,62
2021/1/11,31
2021/1/12,36
2021/1/13,37
2021/1/14,78
2021/1/15,63
2021/1/16,44
2021/1/17,27
2021/1/18,53
2021/1/19,94
2021/1/20,133
2021/1/21,144
2021/1/22,136
2021/1/23,191
2021/1/24,226
2021/1/25,71
2021/1/26,75
2021/1/27,74
2021/1/28,34
2021/1/29,79
2021/1/30,56
2021/1/31,47
2021/2/1,44
2021/2/2,44
2021/2/3,69
2021/2/4,71
2021/2/5,49
2021/2/6,52
2021/2/7,61
2021/2/8,74
2021/2/9,129
2021/2/10,168
2021/2/11,198
2021/2/12,280
2021/2/13,128
2021/2/14,53
2021/2/15,41
2021/2/16,34
2021/2/17,45
2021/2/18,63
2021/2/19,44
2021/2/20,37
2021/2/21,39
2021/2/22,57
2021/2/23,66
2021/2/24,34
2021/2/25,36
2021/2/26,66
2021/2/27,74
2021/2/28,42
2021/3/1,23
2021/3/2,32
2021/3/3,45
2021/3/4,52
2021/3/5,60
2021/3/6,72
2021/3/7,57
2021/3/8,51
2021/3/9,57
2021/3/10,64
2021/3/11,48
2021/3/12,47
2021/3/13,52
2021/3/14,43
2021/3/15,66
2021/3/16,79
2021/3/17,67
2021/3/18,54
2021/3/19,45
2021/3/20,72
2021/3/21,38
2021/3/22,48
2021/3/23,73
2021/3/24,73
2021/3/25,64
2021/3/26,39
2021/3/27,42
2021/3/28,128
2021/3/29,180
2021/3/30,126
2021/3/31,64
2021/4/1,13
2021/4/2,12
2021/4/3,24
2021/4/4,27
2021/4/5,21
2021/4/6,30
2021/4/7,45
2021/4/8,50
2021/4/9,33
2021/4/10,46
2021/4/11,47
2021/4/12,32
2021/4/13,24
2021/4/14,37
2021/4/15,39
2021/4/16,56
2021/4/17,36
2021/4/18,54
2021/4/19,37
2021/4/20,41
2021/4/21,27
2021/4/22,33
2021/4/23,32
2021/4/24,16
2021/4/25,31
2021/4/26,18
2021/4/27,27
2021/4/28,21
2021/4/29,34
2021/4/30,44
2021/5/1,56
2021/5/2,41
2021/5/3,31
2021/5/4,28
2021/5/5,34
2021/5/6,38
2021/5/7,91
2021/5/8,66
2021/5/9,54
2021/5/10,48
2021/5/11,34
2021/5/12,44
2021/5/13,26
2021/5/14,29
2021/5/15,8
2021/5/16,10
